,0,1,0.1,1.1,0.2,0.3,0.4
159769_2_0001_0,0,1,0,0,0,0,0
159769_2_0001_1,0,1,0,0,0,0,0
159769_2_0001_2,0,1,0,0,0,0,0
159769_2_0001_3,0,1,0,0,0,0,0
159769_2_0001_4,0,1,0,0,0,0,0
159769_2_0001_5,0,1,0,0,0,0,0
159769_2_0001_6,0,1,0,0,0,0,0
159769_2_0001_7,0,1,0,0,0,0,0
159769_2_0001_8,0,1,0,0,0,0,0
159769_2_0001_9,0,1,0,0,0,0,0
159769_2_0001_10,0,1,0,0,0,0,0
159769_2_0001_11,0,1,0,0,0,0,0
159769_2_0001_12,0,1,0,0,0,0,0
159769_2_0001_13,0,1,0,0,0,0,0
159769_2_0001_14,0,1,0,0,0,0,0
159769_2_0001_15,0,1,0,0,0,0,0
159769_2_0001_16,0,1,0,0,0,0,0
159769_2_0001_17,0,1,0,0,0,0,0
159769_2_0001_18,0,1,0,0,0,0,0
159769_2_0001_19,0,1,0,0,0,0,0
159769_2_0001_20,0,1,0,0,0,0,0
159769_2_0001_21,0,1,0,0,0,0,0
159769_2_0001_22,0,1,0,0,0,0,0
159769_2_0001_23,0,1,0,0,0,0,0
94590_2_E2_0,1,1,0,0,0,0,0
94590_2_E2_1,1,1,0,0,0,0,0
94590_2_E2_2,1,1,0,0,0,0,0
94590_2_E2_3,1,1,0,0,0,0,0
94590_2_E2_4,1,1,0,0,0,0,0
94590_2_E2_5,1,1,0,0,0,0,0
94590_2_E2_6,1,1,0,0,0,0,0
94590_2_E2_7,1,1,0,0,0,0,0
94590_2_E2_8,1,1,0,0,0,0,0
94590_2_E2_9,1,1,0,0,0,0,0
94590_2_E2_10,1,1,0,0,0,0,0
94590_2_E2_11,1,1,0,0,0,0,0
94590_2_E2_12,1,1,0,0,0,0,0
94590_2_E2_13,1,1,0,0,0,0,0
94590_2_E2_14,1,1,0,0,0,0,0
94590_2_E2_15,1,1,0,0,0,0,0
94590_2_E2_16,1,1,0,0,0,0,0
94590_2_E2_17,1,1,0,0,0,0,0
94590_2_E2_18,1,1,0,0,0,0,0
94590_2_E2_19,1,1,0,0,0,0,0
94590_2_E2_20,1,1,0,0,0,0,0
94590_2_E2_21,1,1,0,0,0,0,0
94590_2_E2_22,1,1,0,0,0,0,0
94590_2_E2_23,1,1,0,0,0,0,0
a1g11c1-3peak.0001_0,0,1,1,0,0,0,0
a1g11c1-3peak.0001_1,0,1,1,0,0,0,0
a1g11c1-3peak.0001_2,0,1,1,0,0,0,0
a1g11c1-3peak.0001_3,0,1,1,0,0,0,0
a1g11c1-3peak.0001_4,0,1,1,0,0,0,0
a1g11c1-3peak.0001_5,0,1,1,0,0,0,0
a1g11c1-3peak.0001_6,0,1,1,0,0,0,0
a1g11c1-3peak.0001_7,0,1,1,0,0,0,0
a1g11c1-3peak.0001_8,0,1,1,0,0,0,0
a1g11c1-3peak.0001_9,0,1,1,0,0,0,0
a1g11c1-3peak.0001_10,0,1,1,0,0,0,0
a1g11c1-3peak.0001_11,0,1,1,0,0,0,0
a1g11c1-3peak.0001_12,0,1,1,0,0,0,0
a1g11c1-3peak.0001_13,0,1,1,0,0,0,0
