159769_2_0001_0,background_ring
159769_2_0001_1,background_ring
159769_2_0001_2,background_ring
159769_2_0001_3,background_ring
159769_2_0001_4,background_ring
159769_2_0001_5,background_ring
159769_2_0001_6,background_ring
159769_2_0001_7,background_ring
159769_2_0001_8,background_ring
159769_2_0001_9,background_ring
159769_2_0001_10,background_ring
159769_2_0001_11,background_ring
159769_2_0001_12,background_ring
159769_2_0001_13,background_ring
159769_2_0001_14,background_ring
159769_2_0001_15,background_ring
159769_2_0001_16,background_ring
159769_2_0001_17,background_ring
159769_2_0001_18,background_ring
159769_2_0001_19,background_ring
159769_2_0001_20,background_ring
159769_2_0001_21,background_ring
159769_2_0001_22,background_ring
159769_2_0001_23,background_ring
94590_2_E2_0,loop_scattering background_ring
94590_2_E2_1,loop_scattering background_ring
94590_2_E2_2,loop_scattering background_ring
94590_2_E2_3,loop_scattering background_ring
94590_2_E2_4,loop_scattering background_ring
94590_2_E2_5,loop_scattering background_ring
94590_2_E2_6,loop_scattering background_ring
94590_2_E2_7,loop_scattering background_ring
94590_2_E2_8,loop_scattering background_ring
94590_2_E2_9,loop_scattering background_ring
94590_2_E2_10,loop_scattering background_ring
94590_2_E2_11,loop_scattering background_ring
94590_2_E2_12,loop_scattering background_ring
94590_2_E2_13,loop_scattering background_ring
94590_2_E2_14,loop_scattering background_ring
94590_2_E2_15,loop_scattering background_ring
94590_2_E2_16,loop_scattering background_ring
94590_2_E2_17,loop_scattering background_ring
94590_2_E2_18,loop_scattering background_ring
94590_2_E2_19,loop_scattering background_ring
94590_2_E2_20,loop_scattering background_ring
94590_2_E2_21,loop_scattering background_ring
94590_2_E2_22,loop_scattering background_ring
94590_2_E2_23,loop_scattering background_ring
a1g11c1-3peak.0001_0,background_ring strong_background
a1g11c1-3peak.0001_1,background_ring strong_background
a1g11c1-3peak.0001_2,background_ring strong_background
a1g11c1-3peak.0001_3,background_ring strong_background
a1g11c1-3peak.0001_4,background_ring strong_background
a1g11c1-3peak.0001_5,background_ring strong_background
a1g11c1-3peak.0001_6,background_ring strong_background
a1g11c1-3peak.0001_7,background_ring strong_background
