,0,1,0.1,1.1,0.2,0.3,0.4
000001d8_x0001_0,0,0,1,0,0,0,0
000001d8_x0001_1,0,0,1,0,0,0,0
000001d8_x0001_11,0,0,1,0,0,0,0
000001d8_x0001_16,0,0,1,0,0,0,0
000001d8_x0001_2,0,0,1,0,0,0,0
000001d8_x0001_22,0,0,1,0,0,0,0
000001d8_x0001_23,0,0,1,0,0,0,0
000001d8_x0001_9,0,0,1,0,0,0,0
011884_KH.4.5_1_0001_0,0,0,1,1,0,0,0
011884_KH.4.5_1_0001_1,0,0,1,1,0,0,0
011884_KH.4.5_1_0001_14,0,0,1,1,0,0,0
011884_KH.4.5_1_0001_17,0,0,1,1,0,0,0
011884_KH.4.5_1_0001_8,0,0,1,1,0,0,0
012132_NY32-6_1_0001_0,0,0,1,1,0,0,0
012132_NY32-6_1_0001_12,0,0,1,1,0,0,0
012132_NY32-6_1_0001_15,0,0,1,1,0,0,0
012132_NY32-6_1_0001_16,0,0,1,1,0,0,0
012132_NY32-6_1_0001_19,0,0,1,1,0,0,0
012132_NY32-6_1_0001_21,0,0,1,1,0,0,0
012132_NY32-6_1_0001_5,0,0,1,1,0,0,0
012132_NY32-6_1_0001_8,0,0,1,1,0,0,0
012132_NY32-6_1_0001_9,0,0,1,1,0,0,0
014307_NY2_1_1_0001_10,0,1,0,0,0,0,0
014307_NY2_1_1_0001_11,0,1,0,0,0,0,0
014307_NY2_1_1_0001_17,0,1,0,0,0,0,0
014307_NY2_1_1_0001_8,0,1,0,0,0,0,0
014307_P9_9_1_0001_1,0,0,1,0,1,0,0
014307_P9_9_1_0001_13,0,0,1,0,1,0,0
014307_P9_9_1_0001_5,0,0,1,0,1,0,0
014307_P9_9_1_0001_6,0,0,1,0,1,0,0
021705_cut_c1c_2_0001_15,0,0,1,0,0,1,0
021705_cut_c1c_2_0001_18,0,0,1,0,0,1,0
021705_cut_c1c_2_0001_19,0,0,1,0,0,1,0
021705_cut_c1c_2_0001_2,0,0,1,0,0,1,0
021705_cut_c1c_2_0001_23,0,0,1,0,0,1,0
021705_cut_c1c_2_0001_5,0,0,1,0,0,1,0
021705_cut_c1c_2_0001_6,0,0,1,0,0,1,0
022848_katm_20_1_2_0001_11,0,0,0,0,0,0,0
022848_katm_20_1_2_0001_12,0,0,0,0,0,0,0
022848_katm_20_1_2_0001_15,0,0,0,0,0,0,0
022848_katm_20_1_2_0001_20,0,0,0,0,0,0,0
022848_katm_20_1_2_0001_3,0,0,0,0,0,0,0
022848_katm_20_1_2_0001_9,0,0,0,0,0,0,0
022848_katm_5_1_1_0001_16,0,1,1,0,0,0,0
022848_katm_5_1_1_0001_17,0,1,1,0,0,0,0
022848_katm_5_1_1_0001_18,0,1,1,0,0,0,0
022848_katm_5_1_1_0001_2,0,1,1,0,0,0,0
022848_katm_5_1_1_0001_23,0,1,1,0,0,0,0
028010_MP185_F6_3_A_1_0001_21,0,1,1,0,0,0,0
028010_MP185_F6_3_A_1_0001_4,0,1,1,0,0,0,0
028010_MP185_F6_3_A_1_0001_6,0,1,1,0,0,0,0
028010_MP185_F6_3_A_1_0001_7,0,1,1,0,0,0,0
028011_sop6_f12d_1_0001_0,1,0,1,0,0,0,0
028011_sop6_f12d_1_0001_1,1,0,1,0,0,0,0
028011_sop6_f12d_1_0001_12,1,0,1,0,0,0,0
028011_sop6_f12d_1_0001_16,1,0,1,0,0,0,0
028011_sop6_f12d_1_0001_17,1,0,1,0,0,0,0
028011_sop6_f12d_1_0001_18,1,0,1,0,0,0,0
028011_sop6_f12d_1_0001_2,1,0,1,0,0,0,0
100019_2_001_22,1,0,1,0,0,0,0
100019_2_001_23,1,0,1,0,0,0,0
100019_2_001_3,1,0,1,0,0,0,0
1001_M2_B7_low.0001_0,0,1,1,0,0,0,0
1001_M2_B7_low.0001_10,0,1,1,0,0,0,0
1001_M2_B7_low.0001_13,0,1,1,0,0,0,0
1001_M2_B7_low.0001_18,0,1,1,0,0,0,0
1001_M2_B7_low.0001_22,0,1,1,0,0,0,0
1001_M2_B7_low.0001_7,0,1,1,0,0,0,0
100298_0_E2_001_1,1,1,0,0,0,0,0
100298_0_E2_001_10,1,1,0,0,0,0,0
100298_0_E2_001_13,1,1,0,0,0,0,0
100298_0_E2_001_23,1,1,0,0,0,0,0
100346_M1_B8_high.0001_0,0,1,0,1,0,0,0
100346_M1_B8_high.0001_12,0,1,0,1,0,0,0
100346_M1_B8_high.0001_16,0,1,0,1,0,0,0
100346_M1_B8_high.0001_20,0,1,0,1,0,0,0
100346_M1_B8_high.0001_9,0,1,0,1,0,0,0
100498_1_E2_001_11,0,1,1,1,0,0,0
100498_1_E2_001_12,0,1,1,1,0,0,0
100498_1_E2_001_15,0,1,1,1,0,0,0
100498_1_E2_001_9,0,1,1,1,0,0,0
100666_1_E2_001_19,0,1,1,0,0,0,0
100666_1_E2_001_2,0,1,1,0,0,0,0
100666_1_E2_001_3,0,1,1,0,0,0,0
100666_1_E2_001_7,0,1,1,0,0,0,0
100666_1_E2_001_8,0,1,1,0,0,0,0
100666_1_E2_001_9,0,1,1,0,0,0,0
100666_2_001_11,0,1,0,0,0,0,0
100666_2_001_14,0,1,0,0,0,0,0
100666_2_001_3,0,1,0,0,0,0,0
100666_2_001_7,0,1,0,0,0,0,0
100676_1_E1_001_1,0,0,0,0,0,0,0
100676_1_E1_001_11,0,0,0,0,0,0,0
100676_1_E1_001_18,0,0,0,0,0,0,0
100676_1_E1_001_20,0,0,0,0,0,0,0
100676_1_E1_001_9,0,0,0,0,0,0,0
100744_1_001_1,1,1,1,0,0,0,0
100744_1_001_11,1,1,1,0,0,0,0
100744_1_001_13,1,1,1,0,0,0,0
100744_1_001_19,1,1,1,0,0,0,0
100744_1_001_2,1,1,1,0,0,0,0
100967_2_001_0,1,1,0,0,0,0,0
100967_2_001_11,1,1,0,0,0,0,0
100967_2_001_22,1,1,0,0,0,0,0
100967_2_001_5,1,1,0,0,0,0,0
100967_2_001_7,1,1,0,0,0,0,0
101320_1_E1_001_11,1,1,1,1,0,0,0
101320_1_E1_001_14,1,1,1,1,0,0,0
101320_1_E1_001_17,1,1,1,1,0,0,0
101320_1_E1_001_18,1,1,1,1,0,0,0
101320_1_E1_001_9,1,1,1,1,0,0,0
101320_2_001_0,1,0,1,0,0,0,0
101320_2_001_10,1,0,1,0,0,0,0
101320_2_001_13,1,0,1,0,0,0,0
101320_2_001_16,1,0,1,0,0,0,0
101320_2_001_7,1,0,1,0,0,0,0
101464_2_001_0,0,1,0,0,0,0,0
101464_2_001_11,0,1,0,0,0,0,0
101464_2_001_4,0,1,0,0,0,0,0
101464_2_001_8,0,1,0,0,0,0,0
10175_2_001_0,0,0,0,0,0,1,0
10175_2_001_12,0,0,0,0,0,1,0
10175_2_001_16,0,0,0,0,0,1,0
10175_2_001_23,0,0,0,0,0,1,0
10175_2_001_7,0,0,0,0,0,1,0
10175_2_001_8,0,0,0,0,0,1,0
10175_3_001_1,0,1,0,0,0,0,0
10175_3_001_15,0,1,0,0,0,0,0
10175_3_001_21,0,1,0,0,0,0,0
10175_3_001_9,0,1,0,0,0,0,0
10181_1_001_10,0,1,0,0,0,0,0
10181_1_001_12,0,1,0,0,0,0,0
10181_1_001_13,0,1,0,0,0,0,0
10181_1_001_14,0,1,0,0,0,0,0
10181_1_001_18,0,1,0,0,0,0,0
10181_1_001_23,0,1,0,0,0,0,0
10192_anneal_1_001_1,0,1,0,0,0,0,0
10192_anneal_1_001_10,0,1,0,0,0,0,0
